instruction,answer
续写绝句，独寻兰渚玩迟晖,闲倚松窗望翠微。遥想春山明月曙，玉坛清磬步虚归。
以昔日戏言身后意为出句，续写律诗,今朝皆到眼前来。衣裳已施行看尽，针线犹存未忍开。尚想旧情怜婢仆，也曾因梦送钱财。诚知此恨人人有，贫贱夫妻百事哀。
写一首哀伤诗,碧云红树晚相间，伫立不堪游子情。划破秋空一行雁，断肠南去两三声。
创作一首思乡诗，律诗,龙城薄宦已三霜，几度瞻云忆故乡。十里畹兰幽可佩，一朝风木恨偏长。难逢鹤驭归华表，未得鸾书下建章。独客徘徊伤远道，尚怀倾盖赋山阳。
请仿写杜甫的诗,乱离知又甚，消息苦难真。受谏无今日，临危忆古人。纷纷乘白马，攘攘著黄巾。隋氏留宫室，焚烧何太频。
以万峰如剑载前来为出句，续写绝句,危阁横空信险哉。对此玄休长叹息，方知刘禅是庸才。
以牡丹一朵值千金为出句，续写绝句,将谓从来色最深。今日满栏开似雪，一生辜负看花心。
写一首田园诗，律诗,前年君过大庾岭，清梦每到罗浮巅。梅花开时雪万树，蛮乡地僻心悠然。归寻图画记畴昔，万里回看如咫尺。想见参横月白时，酌酒对花谁主客。
以弘阁陈芳宴为出句，续写律诗,佳宾此会难。交逢贵日重，醉得少时欢。舒黛凝歌思，求音足笔端。一闻清佩动，珠玉夜珊珊。
以疾愈身轻觉数通为出句，续写绝句,山无岚瘴海无风。阳精欲出阴精落，天地包含紫气中。
续写律诗，桑门寡言晤,策杖事迎逢。以此芳春节，忽值竹林风。求友莺娇树，含香花笑丛。虽喜遨游志，还愧乏雕虫。
创作一首怀人诗，律诗,与子一为别，翻然忆旧游。停云何袅袅，过雁故悠悠。蒲柳惊秋暮，芝兰入梦幽。閒居知有赋，宁惜慰离愁。
以鱼能深入宁忧钓为出句，续写律诗,鸟解高飞岂触罗。热处先争炙手去，悔时其奈噬脐何。尊前诱得猩猩血，幕上偷安燕燕窠。我有一言君记取，世间自取苦人多。
请仿写李白的诗,床前明月光，疑是地上霜。举头望山月，低头思故乡。
请仿写孟浩然的诗,桂楫中流望，京江两畔明。林开扬子驿，山出润州城。海尽边阴静，江寒朔吹生。更闻枫叶下，淅沥度秋声。
写一首思乡诗,长淮一道入沧溟，滚滚黄流若建瓴。回首故乡何处是，春风多少短长亭。
以棹倚东林欲问禅为出句，续写绝句,远公飞锡未应还。蒙庄弟子相看笑，何事空门亦有关。
写一首愁绪诗,中天楼阁郁嵯峨，良夜其如水月何。雪浪远从三峡至，露华偏傍九霄多。道人宴坐修禅观，游子登临听棹歌。曾是水晶宫里客，倚阑来此重婆娑。
续写绝句，禁钟声尽见栖禽,关塞迢迢故国心。无限春愁莫相问，落花流水洞房深。
写一首山水诗，律诗,楼外苍茫日欲倾，眼光惝恍耳交鸣。沧溟云暗垂鹏翼，林樾风狂起虎声。动地波涛攻断岸，漫天沙土障遥城。匆匆仆马归来晚，垒块时消酒一罂。
续写绝句，翠翘红颈覆金衣,滩上双双去又归。长短死生无两处，可怜黄鹄爱分飞。
以哀伤为主题，写一首律诗,秦川行尽颍川长，吴江越岭已同方。征途渺渺烟茫茫，未得还乡伤近乡。随萍逐梗见春光，行乐登台斗在旁。林间啼鸟野中芳，有似故园皆断肠。
以远路接天末为出句，续写律诗,怪君与我违。客程千嶂里，鸟道片云飞。树色连青汉，泉声出翠微。锦城花月下，才子定忘归。
续写绝句，数载从军似武夫,今随戎捷气偏粗。汉皇若问何为者，免道高阳旧酒徒。
以蛾眉翻自累为出句，续写律诗,万里陷穷边。滴泪胡风起，宽心汉月圆。飞尘长翳日，白草自连天。谁贡和亲策，千秋污简编。
以风情渐老见春羞为出句，续写绝句,到处消魂感旧游。多谢长条似相识，强垂烟态拂人头。
续写律诗，五羊城下驻行车,此事如今八载馀。燕颔已知飞食肉，龙门犹自退为鱼。红楼入夜笙歌合，白社惊秋草木疏。西望清光寄消息，万重烟水一封书。
以思乡为主题，写一首律诗,除夕天涯见客心，连枝游子各悲吟。徒将鬓雪疑青镜，且把乡梅托素琴。海岳催春潜美色，冰霜争岁冱成阴。吾家瓮绿浮浮嫩，兄弟能来秉烛斟。
续写律诗，披襟乘石磴,列籍俯春泉。兰气熏山酌，松声韵野弦。影飘垂叶外，香度落花前。兴洽林塘晚，重岩起夕烟。
以日夕寻未遍为出句，续写律诗,古木寺高低。粉壁犹遮岭，朱楼尚隔溪。厨窗通涧鼠，殿迹立山鸡。更有无人处，明朝独向西。
以思乡为主题，写一首律诗,秋来谁料病相萦，枕上心犹算去程。风射破窗灯易灭，月穿疏屋梦难成。故园何啻三千里，新雁才闻一两声。我自与人无旧分，非干人与我无情。
以七月坐凉宵为出句，续写律诗,金波满丽谯。容华芳意改，枕席怨情饶。锦字沾愁泪，罗裙缓细腰。不如银汉女，岁岁鹊成桥。
续写律诗，园桂悬心碧,池莲饫眼红。此生真远客，几别即衰翁。小幌风烟入，高窗雾雨通。新知他日好，锦瑟傍朱栊。
请仿写白居易的诗,亲宾相贺问何如，服色恩光尽反初。头白喜抛黄草峡，眼明惊拆紫泥书。便留朱绂还铃阁，却著青袍侍玉除。无奈娇痴三岁女，绕腰啼哭觅金鱼。
续写绝句，戍旗青草接榆关,雨里并州四月寒。谁会凭阑潜忍泪，不胜天际似江干。
续写绝句，风艳霏霏去,羁人处处游。明年纵相见，不在此枝头。
请仿写白居易的诗,向公心切向财疏，淮上休官洛下居。三郡政能从独步，十年生计复何如。使君滩上久分手，别驾渡头先得书。且喜平安又相见，其馀外事尽空虚。
写一首闺怨诗,一别增城岁月移，房栊萧瑟朔风吹。铜墀玉砌依然在，曾见君王旧履綦。
写一首哀伤诗，律诗,握手他乡各问年，敝裘羸马总萧然。尊如北海宾长集，榻有南州士独贤。去就此时难任性，升沈末路只由天。汉朝故事须公等，诣阙书成合四迁。
以思乡为主题，写一首诗,候馆哦诗销烛痕，地炉煮茗恶溪浑。叩门乞火有邻父，打鼓报更还近村。仲冬寂寂野霜落，残更凄凄山月昏。苦遭砧杵远相聒，独忆故园伤旅魂。
续写律诗，沧波天堑外,何岛是新罗。舶主辞番远，棋僧入汉多。海风吹白鹤，沙日晒红螺。此去知投笔，须求利剑磨。
以不随晴野尽为出句，续写绝句,独向深松积。落照入寒光，偏能伴幽寂。
以思乡为主题，写一首绝句,时平容汝去岩廊，一棹烟波指故乡。多事客星干帝座，狂奴不及介推狂。
请仿写温庭筠的诗,昔年曾伴玉真游，每到仙宫即是秋。曼倩不归花落尽，满丛烟露月当楼。
请仿写白居易的诗,如来说偈赞，菩萨著论议。是故宗律师，以诗为佛事。一音无差别，四句有诠次。欲使第一流，皆知不二义。精洁沾戒体，闲淡藏禅味。从容恣语言，缥缈离文字。旁延邦国彦，上达王公贵。先以诗句牵，后令入佛智。人多爱师句，我独知师意。不似休上人，空多碧云思。
写一首思乡诗，律诗,縠江东下几多程，每泊孤舟即有情。山色已随游子远，水纹犹认主人清。恩如海岳何时报，恨似烟花触处生。百尺风帆两行泪，不堪回首望峥嵘。
写一首思乡诗,杜鹃声里一镫昏，感旧思乡不可论。独取焦桐横膝上，夜寒弹月下花村。
请仿写杜牧的诗,江湖醉渡十年春，牛渚山边六问津。历阳前事知何实，高位纷纷见陷人。
续写律诗，一樯悬五两,此日动归风。客路抛湓口，家林入镜中。谭馀云出峤，咏苦月欹空。更若看鳷鹊，何人夜坐同。
续写律诗，搔首临风独倚栏,客边惊觉岁华残。栖迟未遇常鋾荐，邂逅宁弹贡禹冠。有兴不愁诗韵险，无聊只怕酒杯乾。何如日日长如醉，付与诗人一笑看。
续写律诗，远访山中客,分泉谩煮茶。相携林下坐，共惜鬓边华。归路逢残雨，沿溪见落花。候门童子问，游乐到谁家。
创作一首闺怨诗，绝句,绣得鸳鸯锦一双，停针不语倚南窗。良人昨夜开船去，恨杀门前有大江。
请仿写杜牧的诗,河岸微退落，柳影微彫疏。船上听呼稚，堤南趁漉鱼。数帆旗去疾，一艇箭回初。曾入相思梦，因凭附远书。
请仿写杜甫的诗,小奴缚鸡向市卖，鸡被缚急相喧争。家中厌鸡食虫蚁，不知鸡卖还遭烹。虫鸡于人何厚薄，吾叱奴人解其缚。鸡虫得失无了时，注目寒江倚山阁。
续写律诗，玉树起凉烟,凝情一叶前。别离伤晓镜，摇落思秋弦。汉垒关山月，胡笳塞北天。不知肠断梦，空绕几山川。
写一首恐惧诗,夜坐庭前月，娟娟影倍清。眼看前代迹，心切故乡情。积水鱼龙起，空林鸟鹊惊。灵槎如可觅，吾欲上蓬瀛。
以秋风凛凛月依依为出句，续写绝句,飞过高梧影里时。暗处若教同众类，世间争得有人知。
写一首哀伤诗，绝句,百种愁回一寸肠，更罹多难又他乡。与君一世为兄弟，只是相逢道路傍。
创作一首流泪诗,几家篱落不成村，寂寞故园深锁春。骤雨滴醒蝴蝶梦，迅雷震破杜鹃魂。渡江泥马无神品，埋棘铜驼有泪痕。毕竟愚公胜智叟，移山有子子传孙。
请仿写白居易的诗,人情依旧岁华新，今日重招往日宾。鸡黍重回千里驾，林园闇换四年春。水轩平写琉璃镜，草岸斜铺翡翠茵。闻道经营费心力，忍教成后属他人。
续写律诗，举世遭心使,吾师独使心。万缘冥目尽，一句不言深。野火烧禅石，残霞照栗林。秋风溪上路，终愿一相寻。
以思乡为主题，写一首绝句,自君之出矣，妾自奉尊嫜。知君不思妾，亦当思故乡。
以思乡为主题，写一首诗,囊无杨震四知金，手种桓温柳十寻。残菊傲霜如恋客，栖鸦带日自投林。间来曝背犹堪献，惊起冲寒苦未禁。梦绕故园春事里，烟波门巷落花深。
以恐惧为主题，写一首律诗,客子临高秋思生，碧山无际暮云横。但看八月草木落，未见中原尘坌清。流景暗徂人易老，故园何在梦频惊。尊中有物同谁尽，正要相看醉胆倾。
请仿写王之涣的诗,白日依山尽，黄河入海流。欲穷千里目，更上一层楼。
以月窟龙孙四百蹄为出句，续写绝句,骄骧轻步应金鞞。曲终似要君王宠，回望红楼不敢嘶。
以坚净不苦窳为出句，续写律诗,陶于醉封疆。临溪刷旧痕，隔屋闻新香。移来近曲室，倒处临糟床。所嗟无比邻，余亦能偷尝。
续写绝句，衡阳千里去人稀,遥逐孤云入翠微。春草青青新覆地，深山无路若为归。
写一首失意诗，律诗,塞北城当蓟北门，三河流接九河源。霸图已逐秋云远，节制新添虎卫尊。几处桑麻思乐业，千家砧杵静朝暾。此时天畔登楼望，眼入西风忆故园。
以思乡为主题，写一首诗,风打船头系夕阳，亭前老子旧胡床。青牛过去关山动，白鹤归来城郭荒。忠节风流落尘土，英雄遗恨满沧浪。故园水月应无恙，江上新松几许长。
续写绝句，暂辞堂印执兵权,尽管诸军破贼年。冠盖相望催入相，待将功德格皇天。
续写律诗，廷评年少法家流,心似澄江月正秋。学究天人知远识，权分盐铁许良筹。春风忆酒乌家近，好月论禅谢寺幽。清白比来谁见赏，怜君独有富人侯。
以思乡为主题，写一首律诗,扶杖出门行路难，雨深泥淖几时乾。空肠藜藿三年歉，病骨衣裳六月寒。天子又闻颁凤诏，野人何敢负渔竿。故园桃李俱消歇，欲就邻家借竹看。
以延英面奉入春闱为出句，续写律诗,亦选功夫亦选奇。在冶只求金不耗，用心空学秤无私。龙门变化人皆望，莺谷飞鸣自有时。独喜至公谁是證，弥天上人与新诗。
续写律诗，偶向东湖更向东,数声鸡犬翠微中。遥知杨柳是门处，似隔芙蓉无路通。樵客出来山带雨，渔舟过去水生风。物情多与闲相称，所恨求安计不同。
续写律诗，逢师入山日,道在石桥边。别后何人见，秋来几处禅。溪中云隔寺，夜半雪添泉。生有天台约，知无却出缘。
写一首思乡诗,从来寒食多风雨，不料穷乡亦管弦。壮岁心情悲昨梦，异乡时序感流年。偶随游子来溪上，因与棠梨立路边。从此堪悲转憔悴，随群同上钓鱼船。
以怀人为主题，写一首律诗,绝代萧夫子，十年羁岭东。牢愁满沧海，文字困英雄。岁月磨头白，关山落照红。相思渺烟水，天末怅冥鸿。
续写绝句，故园黄叶满青苔,梦后城头晓角哀。此夜断肠人不见，起行残日影徘徊。
创作一首田园诗,幽栖屏迹小村中，风景依稀柳市同。蔬圃秋声瓜架雨，草桥野色藕池风。喧阗腰鼓迎田祖，酩酊肩衣散社翁。最爱山前霜信早，千林柿叶一分红。
续写律诗，一官唯买昼公堂,但得身闲日自长。琴曲少声重勘谱，药丸多忌更寻方。溪浮箬叶添醅绿，泉绕松根助茗香。明日鳜鱼何处钓，门前春水似沧浪。
请仿写刘禹锡的诗,骠骑非无势，少卿终不去。世道剧颓波，我心如砥柱。
写一首思乡诗,旭日动沧溟，楼高曙色明。烟霞千嶂合，钟鼓半空鸣。天阔淮山迥，云连越树平。凭高屡回首，不尽望乡情。
请仿写杜牧的诗,秋醪雨中熟，寒斋落叶中。幽人本多睡，更酌一樽空。
请仿写白居易的诗,骅骝失其主，羸饿无人牧。向风嘶一声，莽苍黄河曲。蹋冰水畔立，卧雪冢间宿。岁暮田野空，寒草不满腹。岂无市骏者，尽是凡人目。相马失于瘦，遂遗千里足。村中何扰扰，有吏徵刍粟。输彼军厩中，化作驽骀肉。
以下营依遁甲为出句，续写律诗,分帅把河隍。地使人心恶，风吹旗燄荒。搜山得探卒，放火猎黄羊。唯有南飞雁，声声断客肠。
